key,text_wo_stopfreq,text_stemmed,NEWcolumn
LUCENE-9453,checkoutandblock synchronized non atomic write numpending meanwhile writes numpending sync methods case turns ok code paths calling method already sync synchronized doafterdocument checkout checkoutandblock checkoutlargestnonpendingwriter synchronized checkout checkoutandblock make synchronized checkoutandblock protects us future changes cause performance impact since code paths already going sync block make intellij warning go away documentwriterflushcontrol missing explicit sync write,checkoutandblock synchron non atom writ numpend meanwhil writ numpend synt method cas turn ok cod path cal method already synt synchron doafterdocu checkout checkoutandblock checkoutlargestnonpendingwrit synchron checkout checkoutandblock mak synchron checkoutandblock protect us fut chang caus perform impact sint cod path already going synt block mak intellid warn go away documentwriterflushcontrol miss explicit synt writ,SBR
LUCENE-9451,sort rewrite always return advertised javadoc even underlying fields unchanged comparison uses reference equality two solutions switch reference equality object equality fix underlying sort fields create unnecessary objects cc jpountz romseygeek sort rewrite always return unchanged,sort rewrit alway return advert javadoc ev und field unchang comparison us ref eq two solv switch ref eq object eq fix und sort field cre unnecess object cc jpountz romseygeek sort rewrit alway return unchang,NSBR
LUCENE-9443,seeing regression unifiedhighlighter observed solr leading crashed core likely caused lucene https github com apache lucene solr commit e b e cbab c ce e b diff f e f f fb f c er dsmiley adds call close indexreaderwithtermveccache wrapper indexreader supposed closed close underlying real reader nasty live one thus brings core reproducible solr trivial configuration https gist github com cbeer b e e e ac c de empty index request like http solr blacklight core select q id hl true hl fl fulltextsearchen fulltextsearchpt hl offsetsource postingswithtermvectors hl method unified indexreader closed regression highlighter,see regress unifiedhighlight observ solr lead crash cor lik caus luc https github com apach luc solr commit e b e cbab c ce e b diff f e f f fb f c er dsmiley ad cal clos indexreaderwithtermveccach wrap indexread suppos clos clos und real read nasty liv on thu bring cor reproduc solr triv config https gist github com cbe b e e e ac c de empty index request lik http solr blacklight cor select q id hl tru hl fl fulltextsearch fulltextsearchpt hl offsetsourc postingswithtermvect hl method un indexread clos regress highlight,SBR
LUCENE-9429,https lucene apache org core core index html line directory directory fsdirectory open indexpath end semicolon missing semicolon overview html,https luc apach org cor cor index html lin direct direct fsdirectory op indexpa end semicolon miss semicolon overview html,NSBR
LUCENE-9423,fail get size https github com apache lucene solr blob e e e e e bd f lucene core src java org apache lucene store niofsdirectory java l file constructor niofsindexinput leak filechannel opened niofsdirectory openinput bug discovered test failure elasticsearch https github com elastic elasticsearch issues issuecomment leaking filechannel niofsdirectory openinput,fail get siz https github com apach luc solr blob e e e e e bd f luc cor src jav org apach luc stor niofsdirect jav l fil construct niofsindexinput leak filechannel op niofsdirect openinput bug discov test fail elasticsearch https github com elast elasticsearch issu issuecom leak filechannel niofsdirect openinput,NSBR
LUCENE-9418,given text b c ordered interval b c return inaccurate interval due way minimization handled matches found ordered intervals give inaccurate hits interleaved terms,giv text b c ord interv b c return inacc interv due way minim handl match found ord interv giv inacc hit interleav term,NSBR
LUCENE-9417,related lucene tessellator might fail several polygons connected polygon vertex vertex connected one segment example following polygon image png width height holes get connected following way image png width height two holes connected point point shared across different segments need make sure connect way crossing tessellator might fail several holes share connected vertex,rel luc tessel might fail sev polygon connect polygon vertex vertex connect on seg exampl follow polygon im png wid height hol get connect follow way im png wid height two hol connect point point shar across diff seg nee mak sur connect way cross tessel might fail sev hol shar connect vertex,NSBR
LUCENE-9405,first spinoff controversial pr add new index time feature lucene merge small segments commit https github com apache lucene solr pull substantially reduce number small index segments search see specifically discussion https github com apache lucene solr pull discussionr indexwriter seems missing success true inside mergemiddle case segments merged deletions segments simply dropped case master today think incorrectly calling closemergedreaders twice first suppressexceptions false second time true dedicated test case showing issue https github com apache lucene solr commit cab ef e f bdcda fd ec af test case relies changes controversial feature added mergepolicy findfullflushmerges think possible make another test case show bug without controversial feature unsure existing randomized tests uncovered yet indexwriter incorrectly calls closemergereaders twice merged segment deleted,first spinoff controvers pr ad new index tim feat luc merg smal seg commit https github com apach luc solr pul subst reduc numb smal index seg search see spec discuss https github com apach luc solr pul discussionr indexwrit seem miss success tru insid mergemiddl cas seg merg delet seg simply drop cas mast today think incorrect cal closemergedread twic first suppressexceiv fals second tim tru ded test cas show issu https github com apach luc solr commit cab ef e f bdcda fd ec af test cas rely chang controvers feat ad mergepolicy findfullflushmerg think poss mak anoth test cas show bug without controvers feat uns ex random test uncov yet indexwrit incorrect cal closemergeread twic merg seg delet,SBR
LUCENE-9401,tostring string field method org apache lucene queryparser complexphrase complexphrasequeryparser complexphrasequery omit field name query field name equal field name passed argument instead query field name never included returned string complexphrasequery tostring method always omits field name,tost string field method org apach luc querypars complexphras complexphrasequerypars complexphrasequery omit field nam query field nam eq field nam pass argu instead query field nam nev includ return string complexphrasequery tost method alway omit field nam,NSBR
LUCENE-9400,found new case tessellation might fail valid polygon issue shows polygon several holes sharing vertex case merging logic holes might fail creating invalid polygon example polygon like one image png width height tessellator might fail several holes share vertex,found new cas tessel might fail valid polygon issu show polygon sev hol shar vertex cas merg log hol might fail cre invalid polygon exampl polygon lik on im png wid height tessel might fail sev hol shar vertex,SBR
LUCENE-9372,verification downloading gradle wrapper jar added lucene happens classpaths corrected cygwin msys causes script erroneously exit file found error gradlew run cygwin,ver download gradl wrap jar ad luc hap classpath correct cygwin msy caus script erron exit fil found er gradlew run cygwin,NSBR
LUCENE-9365,using fuzzyquery search string bba match doc value bbab edit distance prefix length fuzzyquery automaton created suffix part search string case empty string scenario maybe fuzzyquery rewrite wildcardquery following form code java searchstring code appropriate number characters according edit distance fuzzy query false negative prefix length search term length,us fuzzyquery search string bba match doc valu bbab edit dist prefix leng fuzzyquery automaton cre suffix part search string cas empty string scenario mayb fuzzyquery rewrit wildcardquery follow form cod jav searchst cod appropry numb charact accord edit dist fuzzy query fals neg prefix leng search term leng,SBR
LUCENE-9364,logging calls logupdateprocessorfactory like log isinfoenabled log info getlogstringandclearrsptolog immediately followed warn level log slow queries query slow getlogstringandclearrsptolog call rsp gettolog clear make solrcore exec log true since least solr wrong two reasons logging calls side effects like first place right call also call potentially log slow requests rsp gettolog clear already called logging info level fix shortly although since like long time panic thinking introduced recently fix side effect logging call logupdateprocessorfactory,log cal logupdateprocessorfact lik log isinfo log info getlogstringandclearrsptolog immedy follow warn level log slow query query slow getlogstringandclearrsptolog cal rsp gettolog clear mak solrc exec log tru sint least solr wrong two reason log cal sid effect lik first plac right cal also cal pot log slow request rsp gettolog clear already cal log info level fix short although sint lik long tim pan think introduc rec fix sid effect log cal logupdateprocessorfact,NSBR
LUCENE-9337,found test hanging iw forcemerge elastics ci innocent looking test noformat junit java base java lang object wait native method junit app org apache lucene index indexwriter dowait indexwriter java junit app org apache lucene index indexwriter forcemerge indexwriter java junit app org apache lucene index indexwriter forcemerge indexwriter java junit app org apache lucene index randomindexwriter forcemerge randomindexwriter java junit app org apache lucene index basedocvaluesformattestcase dotestnumericsvsstoredfields basedocvaluesformattestcase java junit app org apache lucene index basedocvaluesformattestcase dotestnumericsvsstoredfields basedocvaluesformattestcase java junit app org apache lucene index basedocvaluesformattestcase testzeroormin basedocvaluesformattestcase java noformat spending quite time trying reproduce without luck tried review involved code understand possible threading issues found maxmergecount gets changed cms merges running forcemerge gets kicked time running merges return might miss pick final pending merges causes forcemerge hang able build test case likely fail every run without fix think critical bug likely happen practice happens basically deadlock unless iw sees change kicks merge lemme walk issue lets say pending merge merge threads running cms forcemerge already waiting merges finish first merge thread finishes try check need stall https github com apache lucene solr blob releases lucene solr lucene core src java org apache lucene index concurrentmergescheduler java l since merge thread return https github com apache lucene solr blob releases lucene solr lucene core src java org apache lucene index concurrentmergescheduler java l pick another merge https github com apache lucene solr blob releases lucene solr lucene core src java org apache lucene index concurrentmergescheduler java l second running merge thread checks condition https github com apache lucene solr blob releases lucene solr lucene core src java org apache lucene index concurrentmergescheduler java l first one finishing actually update internal datastructures https github com apache lucene solr blob releases lucene solr lucene core src java org apache lucene index concurrentmergescheduler java l releases cms lock calculation stall method many threads running causing second thread also step maybestall method picking pending merge cms might miss pickup pending merges maxmergecount changes merges running,found test hang iw forcemerg elast ci innoc look test noform junit jav bas jav lang object wait nat method junit ap org apach luc index indexwrit dowait indexwrit jav junit ap org apach luc index indexwrit forcemerg indexwrit jav junit ap org apach luc index indexwrit forcemerg indexwrit jav junit ap org apach luc index randomindexwrit forcemerg randomindexwrit jav junit ap org apach luc index basedocvaluesformattestcas dotestnumericsvsstoredfield basedocvaluesformattestcas jav junit ap org apach luc index basedocvaluesformattestcas dotestnumericsvsstoredfield basedocvaluesformattestcas jav junit ap org apach luc index basedocvaluesformattestcas testzeroormin basedocvaluesformattestcas jav noform spend quit tim try reproduc without luck tri review involv cod understand poss threading issu found maxmergecount get chang cms merg run forcemerg get kick tim run merg return might miss pick fin pend merg caus forcemerg hang abl build test cas lik fail every run without fix think crit bug lik hap pract hap bas deadlock unless iw see chang kick merg lem walk issu let say pend merg merg threads run cms forcemerg already wait merg fin first merg thread fin try check nee stal https github com apach luc solr blob releas luc solr luc cor src jav org apach luc index concurrentmergesched jav l sint merg thread return https github com apach luc solr blob releas luc solr luc cor src jav org apach luc index concurrentmergesched jav l pick anoth merg https github com apach luc solr blob releas luc solr luc cor src jav org apach luc index concurrentmergesched jav l second run merg thread check condit https github com apach luc solr blob releas luc solr luc cor src jav org apach luc index concurrentmergesched jav l first on fin act upd intern datastruct https github com apach luc solr blob releas luc solr luc cor src jav org apach luc index concurrentmergesched jav l releas cms lock calc stal method many threads run caus second thread also step maybestal method pick pend merg cms might miss pickup pend merg maxmergecount chang merg run,SBR
LUCENE-9309,work lucene mikemccand ran failure noformat org apache lucene index testaddindexes test suite output saved home mike src simon lucene core build test results test outputs output org apache lucene index testaddindexes txt copied java nio file nosuchfileexception gtlucene fieldsindex docids u tmp randomizedtesting seedinfo seed fa fbd b ce e f bd b org apache lucene store bytebuffersdirectory deletefile bytebuffersdirectory java org apache lucene store mockdirectorywrapper deletefile mockdirectorywrapper java org apache lucene store lockvalidatingdirectorywrapper deletefile lockvalidatingdirectorywrapper java org apache lucene index indexfiledeleter deletefile indexfiledeleter java org apache lucene index indexfiledeleter deletefiles indexfiledeleter java org apache lucene index indexfiledeleter refresh indexfiledeleter java org apache lucene index indexwriter rollbackinternalnocommit indexwriter java org apache lucene index indexwriter rollbackinternal indexwriter java org apache lucene index indexwriter rollback indexwriter java org apache lucene index testaddindexes testaddindexeswithrollback testaddindexes java note reproduce ant test dtestcase testaddindexes dtests method testaddindexeswithrollback dtests seed fa fbd b ce dtests slow true dtests badapples true dtests locale fr gp dtests imezone asia tbilisi dtests asserts true dtests file encoding utf note test params codec asserting lucene c postingsformat name lucenefixedgap id postingsformat name lucenefixedgap f postingsformat name lucenefixedgap f blocktreeords blocksize version blocktreeords blocksize content fst docvalues dv docvaluesformat name lucene softdelete docvaluesformat name lucene doc docvaluesformat name lucene id docvaluesformat name asserting content docvaluesformat name asserting doc docvaluesformat name lucene maxpointsinleafnode maxmbsortinheap sim asserting org apache lucene search similarities sertingsimilarity ce locale fr gp timezone asia tbilisi noformat unfortunately reproduce likely bug exists quite time never showed lucene uses temporary output fine iw addindices codecreader registering merge iw never wait merge finish rollback merge finishes concurrently also remove tmp files many ways fix work patch hey really need able add indices index open live iw tool top iw addindices codecreader might delete files concurrently iw rollback,work luc mikemccand ran fail noform org apach luc index testaddindex test suit output sav hom mik src simon luc cor build test result test output output org apach luc index testaddindex txt cop jav nio fil nosuchfileexceiv gtlucene fieldsindex docid u tmp randomizedtest seedinfo see fa fbd b ce e f bd b org apach luc stor bytebuffersdirect deletefil bytebuffersdirect jav org apach luc stor mockdirectorywrap deletefil mockdirectorywrap jav org apach luc stor lockvalidatingdirectorywrap deletefil lockvalidatingdirectorywrap jav org apach luc index indexfiledelet deletefil indexfiledelet jav org apach luc index indexfiledelet deletefil indexfiledelet jav org apach luc index indexfiledelet refresh indexfiledelet jav org apach luc index indexwrit rollbackinternalnocommit indexwrit jav org apach luc index indexwrit rollbackintern indexwrit jav org apach luc index indexwrit rollback indexwrit jav org apach luc index testaddindex testaddindexeswithrollback testaddindex jav not reproduc ant test dtestcas testaddindex dtest method testaddindexeswithrollback dtest see fa fbd b ce dtest slow tru dtest badappl tru dtest loc fr gp dtest imezon as tbilis dtest assert tru dtest fil encod utf not test param codec assert luc c postingsform nam lucenefixedgap id postingsform nam lucenefixedgap f postingsform nam lucenefixedgap f blocktreeord blocks vert blocktreeord blocks cont fst docvalu dv docvaluesform nam luc softdelet docvaluesform nam luc doc docvaluesform nam luc id docvaluesform nam assert cont docvaluesform nam assert doc docvaluesform nam luc maxpointsinleafnod maxmbsortinheap sim assert org apach luc search simil sertingsimil ce loc fr gp timezon as tbilis noform unfortun reproduc lik bug ex quit tim nev show luc us temp output fin iw addind codecread reg merg iw nev wait merg fin rollback merg fin concur also remov tmp fil many way fix work patch hey real nee abl ad ind index op liv iw tool top iw addind codecread might delet fil concur iw rollback,SBR
LUCENE-9298,mentioned https github com apache lucene solr pull discussionr method cleardeleteddocids bufferedupdates java bug reset bytesused correctly code java void cleardeleteddocids deletedocids clear bytesused addandget deletedocids size bufferedupdates bytesperdeldocid code improve ram accounting bufferedupdates deleted doc ids terms cleared,ment https github com apach luc solr pul discussionr method cleardeleteddocid bufferedupd jav bug reset bytesus correct cod jav void cleardeleteddocid deletedocid clear bytesus addandget deletedocid siz bufferedupd bytesperdeldocid cod improv ram account bufferedupd delet doc id term clear,NSBR
LUCENE-9288,release pollmirrors py script incorrectly reported release artifacts various mirrors maven central configured hit endpoints using http schema accept https pollmirrors py release script handle https,releas pollmir py script incorrect report releas artifact vary mir mav cent config hit endpoint us http schema acceiv https pollmir py releas script handl https,SBR
LUCENE-9286,see dramatic increase amount memory required construction arguably large automata currently ooms gb memory consumed bit tables pretty sure require much memory automaton mb construction something bad happened thoughts broustant sokolov fst arc copyof clones bittables lead excessive memory use,see dram increas amount mem requir construct argu larg automat cur oom gb mem consum bit tabl pretty sur requir much mem automaton mb construct someth bad hap thought broust sokolov fst arc copyof clon bit lead excess mem us,NSBR
LUCENE-9283,delimitedboosttokenfilter expects tokens form token token number throws numberformatexception number part parsed cause test failures build random chains throw random data either exclude delimiteboosttokenfilter building random analyzer add flag ignore badly formed tokens lean towards former really want make leniency default delimitedboosttokenfilter fail testrandomchains,delimitedboosttokenfilt expect tok form tok tok numb throws numberformatexceiv numb part pars caus test fail build random chain throw random dat eith exclud delimiteboosttokenfilt build random analys ad flag ign bad form tok lean toward form real want mak leny default delimitedboosttokenfilt fail testrandomchain,SBR
